rank,name,fte_students,students_per_staff,international_students,ratio,overall,teaching,research,citations,industry_income,international_outlook
> 800,University of the PhilippinesPhilippines,48501,11.1,1%,59 : 41,8.3—18.5,20.1,9.3,13.5,40.8,42.1
> 800,Pontifical Catholic University of ParanáBrazil,24682,22.3,1%,53 : 47,8.3—18.5,14.4,8,24.6,33.9,19.3
> 800,Pontifical Catholic University of ValparaísoChile,15241,25,1%,44 : 56,8.3—18.5,14,10.7,13.5,51.7,45.2
> 800,Prince of Songkla UniversityThailand,41043,17.2,1%,71 : 29,8.3—18.5,14.6,7.6,25.7,33.2,31.2
> 800,Riga Technical UniversityLatvia,11790,27.3,7%,39 : 61,8.3—18.5,15.8,10.3,16.2,38.9,24.5
> 800,Rio de Janeiro State University (UERJ)Brazil,24276,11.6,n/a,55 : 45,8.3—18.5,20.9,10.8,17.8,49.2,17.8
> 800,Ritsumeikan UniversityJapan,34867,23.8,4%,36 : 64,8.3—18.5,15.6,8.5,12.8,33.5,24.3
> 800,Robert Gordon UniversityUnited Kingdom,9628,19.1,23%,60 : 40,8.3—18.5,15,9.6,15.1,33,63.4
> 800,SASTRA UniversityIndia,13649,18.5,n/a,48 : 52,8.3—18.5,12.9,7.4,14.7,32.3,11.6
> 800,SRM UniversityIndiaExplore,42345,15.6,2%,23 : 77,8.3—18.5,14.9,7.2,7.1,32.6,14.8
> 800,Saitama UniversityJapan,7459,11.7,2%,33 : 67,8.3—18.5,19.1,11,22.8,33.3,22.6
> 800,Saitama Medical UniversityJapan,1888,1.5,1%,53 : 47,8.3—18.5,22.8,7.3,21.3,37.2,13.5
> 800,Samara State Aerospace UniversityRussian Federation,6833,10.2,4%,n/a,8.3—18.5,18.3,7.4,16,46.5,15.4
> 800,"University of Santiago, Chile (USACH)Chile",22720,20.7,1%,40 : 60,8.3—18.5,15.9,10.8,9.6,32.3,40.4
> 800,Sathyabama UniversityIndia,15918,20.1,1%,45 : 55,8.3—18.5,14.8,7.9,3.7,32.4,12.4
> 800,Sechenov UniversityRussian Federation,16774,9,11%,56 : 44,8.3—18.5,25.4,9.1,0.7,33.4,23.8
> 800,University of SeoulSouth Korea,10498,18.6,3%,36 : 64,8.3—18.5,22,8.7,20.1,33,21.2
> 800,Shaanxi Normal UniversityChina,25799,16.3,1%,73 : 27,8.3—18.5,16.4,9,21.7,32.1,14.5
> 800,Shahid Beheshti UniversityIran,18607,24.6,1%,52 : 48,8.3—18.5,18.9,14.8,14.8,53.8,15.1
> 800,Shanghai UniversityChina,48397,18.6,1%,45 : 55,8.3—18.5,18.1,14.7,19.8,44.5,16
> 800,Sheffield Hallam UniversityUnited Kingdom,25506,17.1,16%,54 : 46,8.3—18.5,16.6,10.3,19.7,32.5,48.6
> 800,Shibaura Institute of Technology TokyoJapanExplore,9357,17.4,2%,13 : 87,8.3—18.5,15.8,8.4,6.9,34.6,17.1
> 800,Shimane UniversityJapanExplore,5974,9.3,2%,38 : 62,8.3—18.5,22.5,9.1,10.1,35.4,17.3
> 800,Shizuoka UniversityJapan,10083,14.4,3%,29 : 71,8.3—18.5,17.4,12.2,15,36.2,22.7
> 800,Showa UniversityJapan,3728,2.5,n/a,58 : 42,8.3—18.5,28.2,8.3,10.5,35.8,14.4
> 800,Siberian Federal UniversityRussian Federation,26156,11,1%,46 : 54,8.3—18.5,20.3,8.9,3.1,36.3,15.4
> 800,Sidi Mohamed Ben Abdellah UniversityMorocco,82019,59.2,1%,43 : 57,8.3—18.5,21.9,6.2,2.4,32.1,21.1
> 800,University of Silesia in KatowicePoland,26470,14,2%,68 : 32,8.3—18.5,17.1,7.7,22.7,32.1,21.8
> 800,Simón Bolívar UniversityVenezuela,12545,15,n/a,45 : 55,8.3—18.5,15.8,11.3,16.8,0.7,39.2
> 800,Slovak University of Technology in BratislavaSlovakia,16402,15.2,2%,30 : 70,8.3—18.5,20.3,9.5,13.8,34.9,27.9
> 800,Sofia UniversityBulgaria,23158,13.7,4%,51 : 49,8.3—18.5,18.8,10.8,9.5,33.7,38
> 800,Sophia UniversityJapan,13468,25.2,9%,55 : 45,8.3—18.5,19.9,10.4,7.7,33.4,36.9
> 800,University of South AfricaSouth Africa,187043,97.4,9%,65 : 35,8.3—18.5,16.9,9.9,12.6,32.4,34.3
> 800,South Valley UniversityEgypt,42020,53.7,1%,62 : 38,8.3—18.5,12.5,4.4,22.2,32.1,43.5
> 800,Southern Federal UniversityRussian Federation,22455,7.7,6%,79 : 21,8.3—18.5,22.1,8,10.7,40,21.7
> 800,University of Southern MississippiUnited States,14143,17.8,3%,63 : 37,8.3—18.5,20.1,8.5,23,38.3,22.6
> 800,Southwest Jiaotong UniversityChina,40075,15.1,2%,27 : 73,8.3—18.5,18.1,12.1,5.8,76.5,18.5
> 800,State University of MaringáBrazil,23532,14.9,1%,59 : 41,8.3—18.5,16.9,9.9,5.1,32.5,13.8
> 800,University of TalcaChile,10436,25.1,1%,50 : 50,8.3—18.5,14.1,11.2,12.3,32.1,46.2
> 800,Tamkang UniversityTaiwan,27612,26.5,6%,48 : 52,8.3—18.5,13.4,11.2,12.2,34.6,23
> 800,Taras Shevchenko National University of KyivUkraine,20759,8.2,3%,60 : 40,8.3—18.5,29.5,10.7,5.7,32.8,30.5
> 800,Technical University of LiberecCzech RepublicExplore,6599,13.5,7%,65 : 35,8.3—18.5,17.8,9.6,3.7,35.7,28.8
> 800,Universiti Teknologi MARAMalaysia,59795,15.3,n/a,65 : 35,8.3—18.5,14.8,8.6,11.5,32.4,15.9
> 800,University of TlemcenAlgeria,43008,25.1,1%,67 : 33,8.3—18.5,21.7,10.1,4.5,32.1,39.1
> 800,Tokai UniversityJapan,29959,12.9,1%,27 : 73,8.3—18.5,19.5,8.6,20.7,36.4,20.2
> 800,Tokyo Denki UniversityJapan,9652,26.8,2%,10 : 90,8.3—18.5,13.4,7.7,2.3,0.4,15.9
> 800,Tokyo University of Marine Science and TechnologyJapan,2678,11.4,6%,33 : 67,8.3—18.5,22.2,12.7,11,53,26.4
> 800,Tomas Bata University in ZlínCzech Republic,10223,23.3,8%,n/a,8.3—18.5,15.9,13.7,12.6,34.5,46
> 800,Tottori UniversityJapan,6185,8.2,2%,35 : 65,8.3—18.5,25,8.4,11.4,36.7,17.9
> 800,University of ToyamaJapan,9308,11.3,3%,39 : 61,8.3—18.5,21.4,12,17.7,41.9,24.5
> 800,University of Tunis El ManarTunisia,37781,21.1,1%,65 : 35,8.3—18.5,17.9,7.4,7.3,32.5,39.6
> 800,Ural Federal UniversityRussian Federation,28089,10,4%,47 : 53,8.3—18.5,22.2,11.2,8.6,38.1,20
> 800,Universiti Utara MalaysiaMalaysia,12538,12.1,18%,73 : 27,8.3—18.5,20.5,11,2.2,35.4,45.1
> 800,Utsunomiya UniversityJapan,5024,14.6,5%,36 : 64,8.3—18.5,16.2,8.3,8.2,34,23.1
> 800,V.N. Karazin Kharkiv National UniversityUkraine,15778,10.4,25%,54 : 46,8.3—18.5,21.2,8.3,2.4,32.4,50.8
> 800,VIT UniversityIndia,29572,20,2%,25 : 75,8.3—18.5,15,7.7,7.3,33.4,20.3
> 800,Voronezh State UniversityRussian Federation,14011,10.1,9%,53 : 47,8.3—18.5,19.2,7,1.3,34.1,23.2
> 800,VŠB - Technical University of OstravaCzech RepublicExplore,20191,25.2,7%,n/a,8.3—18.5,15.6,11.7,20.8,37.9,27.1
> 800,University of West BohemiaCzech Republic,14067,19.7,3%,52 : 48,8.3—18.5,15.8,11.1,19.8,35.9,24.5
> 800,Wuhan University of TechnologyChina,50753,14.9,3%,30 : 70,8.3—18.5,18.3,11.1,15.8,59.2,16.5
> 800,Xiangtan UniversityChinaExplore,28407,19.7,1%,51 : 49,8.3—18.5,13.3,8.9,31.5,36.4,14.6
> 800,Xidian UniversityChina,32064,16.8,2%,29 : 71,8.3—18.5,17.5,13.4,12.4,78.2,14.5
> 800,Yamaguchi UniversityJapan,10573,11,3%,35 : 65,8.3—18.5,21.5,11.5,11.9,41,20.3
> 800,Yazd UniversityIran,12500,32.1,n/a,61 : 39,8.3—18.5,28,10.8,14.4,34.2,15.5
> 800,Yokohama National UniversityJapan,10124,13,7%,28 : 72,8.3—18.5,20.9,17.2,11.9,45.4,23.1
> 800,Autonomous University of YucatánMexico,15271,11.3,n/a,51 : 49,8.3—18.5,19,6.9,12,32.9,27.5
> 800,Yıldız Technical UniversityTurkey,34417,28.3,4%,37 : 63,8.3—18.5,13.6,8.1,22.5,44.7,18.5
> 800,University of ZagrebCroatia,67332,18.4,1%,58 : 42,8.3—18.5,20.4,11.6,17.1,44.6,25.4
> 800,University of ZanjanIran,9444,24,n/a,55 : 45,8.3—18.5,12.5,8.5,7.7,34.3,15.3
> 800,University of ŁódźPoland,36400,16.4,2%,66 : 34,8.3—18.5,15.9,8.3,14.1,32.3,21.5
